Date,SPY,TLT,GLD,DBMF
2011-04-13,100.469482,59.283401,141.899994,20.188562
2011-04-14,100.545883,59.238094,143.809998,20.272266
2011-04-15,100.912727,60.041485,145.050003,20.241831
2011-04-18,99.781662,60.177532,145.929993,20.104854
2011-04-19,100.35482,60.436722,145.929993,20.142901
2011-04-20,101.722855,60.047981,146.5,20.295096
2011-04-21,102.242523,59.996063,146.740005,20.317922
2011-04-25,102.135551,60.222881,146.869995,20.241831
2011-04-26,103.014442,60.806011,146.380005,20.22661
2011-04-27,103.687012,60.184006,149.199997,20.340755
2011-04-28,104.023285,60.643993,149.820007,20.333142
2011-04-29,104.267815,60.831921,152.369995,20.348359
2011-05-02,104.107361,60.929504,150.410004,20.279879
2011-05-03,103.732872,61.274384,149.880005,20.188562
2011-05-04,103.045052,61.547703,147.729996,20.104854
2011-05-05,102.112617,62.133293,143.470001,19.671101
2011-05-06,102.563553,61.860001,145.300003,19.610223
2011-05-09,102.960938,61.79491,147.380005,19.823292
2011-05-10,103.839867,61.35239,147.899994,19.830905
2011-05-11,102.746994,61.703835,146.539993,19.579782
2011-05-12,103.236099,61.313419,146.589996,19.534128
2011-05-13,102.441284,61.866501,145.630005,19.511297
2011-05-16,101.791634,62.211338,145.369995,19.488467
2011-05-17,101.776329,62.849003,144.740005,19.503684
2011-05-18,102.685837,62.016117,145.600006,19.602612
2011-05-19,102.930374,61.99012,145.649994,19.633051
2011-05-20,102.112617,62.022659,147.490005,19.62544
2011-05-23,100.92804,62.321968,147.830002,19.633051
2011-05-24,100.843971,62.556263,148.589996,19.648271
2011-05-25,101.180229,62.263435,148.580002,19.648271
2011-05-26,101.646446,62.796978,148.220001,19.724366
2011-05-27,102.036209,62.770981,149.699997,19.792857
2011-05-31,103.098518,62.914108,149.639999,19.770027
2011-06-01,100.782822,63.764359,149.910004,19.830905
2011-06-02,100.675827,62.549648,149.5,19.876563
2011-06-03,99.674652,62.908852,150.220001,19.914611
2011-06-06,98.619965,62.43214,150.479996,19.861342
2011-06-07,98.558853,62.719498,150.419998,19.906998
2011-06-08,98.146103,63.209255,149.809998,19.92222
2011-06-09,98.895088,62.954613,150.559998,19.876563
2011-06-10,97.519417,63.437813,149.240005,19.830905
2011-06-13,97.595856,63.117832,147.770004,19.823292
2011-06-14,98.833969,62.164379,148.669998,19.67871
2011-06-15,97.076187,63.294197,149.119995,19.610223
2011-06-16,97.290169,63.581512,148.970001,19.56456
2011-06-17,97.580482,63.281101,149.940002,19.602612
2011-06-20,98.079704,63.359505,150.029999,19.572173
2011-06-21,99.423782,63.078625,150.759995,19.617834
2011-06-22,98.82473,63.117832,150.990005,19.549347
2011-06-23,98.540527,63.601097,148.339996,19.488467
2011-06-24,97.396164,63.333366,146.259995,19.427587
2011-06-27,98.26403,62.464825,145.729996,19.427587
2011-06-28,99.5467,61.96196,146.240005,19.427587
2011-06-29,100.3992,61.550484,147.179993,19.366713
2011-06-30,101.359283,61.452549,146.0,19.404759
2011-07-01,102.856964,61.354298,144.929993,19.366713
2011-07-05,102.772476,61.491863,147.630005,19.260174
2011-07-06,102.895332,61.806431,148.910004,19.267783
2011-07-07,103.962921,61.622944,149.149994,19.176468
2011-07-08,103.225632,62.494484,150.25,19.176468
2011-07-11,101.359283,63.431526,151.589996,19.199296
2011-07-12,100.921478,63.647705,152.770004,19.176468
2011-07-13,101.259445,63.824657,154.139999,19.077545
2011-07-14,100.560509,62.913853,154.539993,19.062323
2011-07-15,101.144234,63.018669,155.199997,19.062323
2011-07-18,100.314751,62.409206,156.570007,19.069934
2011-07-19,101.942978,63.706764,154.660004,19.077545
2011-07-20,101.881531,62.953152,156.020004,19.107981
2011-07-21,103.294777,62.468243,154.830002,19.19169
2011-07-22,103.363861,62.940067,156.119995,19.168857
2011-07-25,102.787842,62.25198,157.339996,19.214516
2011-07-26,102.403854,62.677921,157.770004,19.19169
2011-07-27,100.30706,62.684456,157.190002,19.161249
2011-07-28,100.015198,62.920372,157.320007,19.184079
2011-07-29,99.331612,64.165466,158.289993,19.343883
2011-08-01,98.909195,64.813049,157.720001,19.275394
2011-08-02,96.382301,66.759094,161.520004,19.283007
2011-08-03,96.904587,66.890617,161.490005,19.290613
2011-08-04,92.36544,69.27063,160.639999,19.290613
2011-08-05,92.22718,67.271935,161.75,19.222129
2011-08-08,86.221054,69.395569,167.119995,19.39715
2011-08-09,90.230278,69.605972,168.610001,19.480856
2011-08-10,86.244102,71.676979,174.580002,19.56456
2011-08-11,90.115067,68.060944,170.75,19.381928
2011-08-12,90.721809,69.408714,169.970001,19.366713
2011-08-15,92.641945,68.705238,171.800003,19.283007
2011-08-16,91.850822,69.842674,173.919998,19.313444
2011-08-17,91.912292,71.065536,174.419998,19.343883
2011-08-18,87.949165,72.52507,177.720001,19.450419
2011-08-19,86.512878,73.110229,179.949997,19.450419
2011-08-22,86.582031,72.92617,184.589996,19.435202
2011-08-23,89.431488,71.92025,177.669998,19.29822
2011-08-24,90.691101,69.875488,171.649994,19.199296
2011-08-25,89.308594,70.63163,172.360001,19.214516
2011-08-26,90.606621,71.328484,177.470001,19.168857
2011-08-29,93.210289,70.342339,173.889999,19.092766
2011-08-30,93.456078,71.473175,179.100006,19.176468
2011-08-31,93.870789,70.368553,177.720001,19.153638
2011-09-01,92.887718,71.860313,177.869995,19.107981
2011-09-02,90.51442,74.194794,183.240005,19.206905
2011-09-06,89.853905,74.966324,182.899994,19.047101
2011-09-07,92.388504,73.535286,177.080002,18.986223
2011-09-08,91.428421,74.194794,181.809998,18.917741
2011-09-09,89.032112,74.986076,180.699997,18.894908
2011-09-12,89.608131,75.065239,176.669998,18.84925
2011-09-13,90.429977,73.996971,178.539993,18.788374
2011-09-14,91.681862,74.623398,177.210007,18.795985
2011-09-15,93.264053,73.482559,174.399994,18.674227
2011-09-16,93.816032,74.016685,176.029999,18.674227
2011-09-19,92.88192,75.427933,173.309998,18.742713
2011-09-20,92.773788,75.744438,175.779999,18.773152
2011-09-21,90.04084,78.250412,173.589996,18.742713
2011-09-22,87.130333,81.191513,169.050003,18.750322
2011-09-23,87.655312,79.681374,159.800003,18.605742
2011-09-26,89.739754,78.402054,157.580002,18.537253
2011-09-27,90.743431,77.201866,160.630005,18.453547
2011-09-28,88.890556,77.175461,156.220001,18.605742
2011-09-29,89.593102,77.709625,157.699997,18.514423
2011-09-30,87.354233,79.661583,158.059998,18.757937
2011-10-03,84.868324,81.853859,160.960007,18.872076
2011-10-04,86.728912,80.815903,157.639999,18.8112
2011-10-05,88.334694,80.234138,159.460007,18.780765
2011-10-06,89.932747,78.753174,160.490005,18.719885
2011-10-07,89.330597,78.171402,159.179993,18.727496
2011-10-10,92.318329,77.067314,163.270004,18.506812
2011-10-11,92.410995,76.809479,162.100006,18.407886
2011-10-12,93.221573,75.692215,163.259995,18.293741
2011-10-13,93.036324,76.445862,162.300003,18.347011
2011-10-14,94.626701,75.335197,163.399994,18.202426
2011-10-17,92.820137,76.637611,162.619995,18.36223
2011-10-18,94.634399,76.161613,161.839996,18.347011
2011-10-19,93.514961,76.135185,159.869995,18.461158
2011-10-20,93.92411,75.593025,157.770004,18.476377
2011-10-21,95.707512,74.793091,159.520004,18.36223
2011-10-24,96.880981,74.918655,161.020004,18.210035
2011-10-25,94.997238,76.822777,165.589996,18.240474
2011-10-26,95.962257,75.480644,167.399994,18.202426
2011-10-27,99.305107,72.922096,169.550003,17.867599
2011-10-28,99.281982,73.688972,169.619995,17.905649
2011-10-31,96.888695,76.611122,167.339996,18.065449
2011-11-01,94.1866,79.175644,167.380005,18.217644
2011-11-02,95.722954,78.18808,169.059998,18.194813
2011-11-03,97.467705,77.114273,171.720001,18.09589
2011-11-04,96.87326,77.207069,170.850006,18.126329
2011-11-07,97.475426,77.69754,174.979996,18.126329
2011-11-08,98.726105,76.703308,173.529999,18.111109
2011-11-09,95.082138,78.29409,172.070007,18.141548
2011-11-10,95.977707,77.12751,171.139999,18.187205
2011-11-11,97.784218,76.656929,173.960007,18.225255
2011-11-14,96.857803,77.889778,173.199997,18.217644
2011-11-15,97.336472,77.783707,173.360001,18.149161
2011-11-16,95.792419,78.492935,171.509995,18.156768
2011-11-17,94.27153,79.122658,167.100006,18.270913
2011-11-18,94.171196,79.10276,167.619995,18.255689
2011-11-21,92.380089,79.57338,163.5,18.301354
2011-11-22,92.017235,80.461571,165.309998,18.347011
2011-11-23,89.986839,81.250328,164.830002,18.377447
2011-11-25,89.816971,80.070511,163.399994,18.339404
2011-11-28,92.418694,80.030739,166.630005,18.308961
2011-11-29,92.681152,79.374489,166.880005,18.255689
2011-11-30,96.494957,78.135002,170.130005,18.194813
2011-12-01,96.479515,77.742966,169.630005,18.217644
2011-12-02,96.39463,78.832695,169.820007,18.263302
2011-12-05,97.444565,78.673218,167.320007,18.240474
2011-12-06,97.475426,77.922409,168.179993,18.225255
2011-12-07,97.838287,78.201492,169.399994,18.232863
2011-12-08,95.692047,79.178253,165.979996,18.225255
2011-12-09,97.313316,77.55027,166.399994,18.225255
2011-12-12,95.892792,78.414116,161.990005,18.308961
2011-12-13,94.997238,79.145035,158.449997,18.423106
2011-12-14,93.985901,80.64003,152.889999,18.453547
2011-12-15,94.325592,80.341019,152.330002,18.40028
2011-12-16,94.465439,81.277901,155.229996,18.331791
2011-12-19,93.455444,82.30793,154.869995,18.339404
2011-12-20,96.283417,80.254684,156.979996,18.308961
2011-12-21,96.469864,79.138405,157.160004,18.316572
2011-12-22,97.324478,79.470612,156.039993,18.331791
2011-12-23,98.194633,78.586868,156.309998,18.316572
2011-12-27,98.272324,78.960136,154.910004,18.278526
2011-12-28,96.982658,80.420021,151.029999,18.32418
2011-12-29,97.98484,80.566734,150.339996,18.32418
2011-12-30,97.503166,80.826668,151.990005,18.217644
2012-01-03,99.057022,79.613441,155.919998,18.171985
2012-01-04,99.212387,78.666893,156.710007,18.255689
2012-01-05,99.476562,78.526848,157.779999,18.331791
2012-01-06,99.220154,79.146835,157.199997,18.385058
2012-01-09,99.460999,79.006805,156.5,18.286133
2012-01-10,100.323402,78.873512,158.639999,18.187205
2012-01-11,100.377739,79.900116,159.669998,18.232863
2012-01-12,100.618614,79.786743,160.380005,18.270913
2012-01-13,100.098083,80.580048,159.259995,18.385058
2012-01-17,100.486542,80.953339,160.5,18.286133
2012-01-18,101.597527,79.973427,161.600006,18.232863
2012-01-19,102.133598,78.873512,161.220001,18.111109
2012-01-20,102.514305,77.980232,162.070007,18.080668
2012-01-23,102.250114,77.486954,163.160004,17.966525
2012-01-24,102.133598,77.626968,162.009995,17.966525
2012-01-25,102.988205,77.440277,166.419998,17.890425
2012-01-26,102.459938,78.466843,167.270004,17.867599
2012-01-27,102.413315,78.713524,168.970001,17.806719
2012-01-30,102.06369,79.640121,168.029999,17.936084
2012-01-31,102.024841,80.560036,169.309998,17.913258
2012-02-01,102.91832,79.637199,169.559998,17.83716
2012-02-02,103.081413,79.603813,171.050003,17.852378
2012-02-03,104.526505,77.893204,167.639999,17.791502
2012-02-06,104.456612,78.66832,167.179993,17.799108
2012-02-07,104.720726,77.692726,169.699997,17.753452
2012-02-08,105.031479,77.752907,168.5,17.761061
2012-02-09,105.163582,77.17157,168.020004,17.783893
2012-02-10,104.386696,78.173859,167.139999,17.806719
2012-02-13,105.163582,78.274094,167.509995,17.768669
2012-02-14,105.031479,78.68837,167.119995,17.761061
2012-02-15,104.542015,78.548073,168.110001,17.77628
2012-02-16,105.699646,77.919884,168.0,17.723015
2012-02-17,105.979347,77.899902,167.350006,17.631696
2012-02-21,106.025948,77.037903,171.020004,17.646917
2012-02-22,105.68412,78.006798,172.940002,17.624088
2012-02-23,106.150276,78.006798,173.020004,17.646917
2012-02-24,106.383369,78.514641,172.229996,17.60887
2012-02-27,106.562019,79.209534,171.699997,17.60887
2012-02-28,106.872818,78.948997,173.490005,17.60126
2012-02-29,106.453262,78.467873,164.289993,17.53277
2012-03-01,107.004875,77.729164,166.610001,17.57843
2012-03-02,106.678581,78.459145,166.339996,17.547991
2012-03-05,106.243477,77.836357,165.649994,17.509942
2012-03-06,104.689667,78.780647,162.699997,17.395799
2012-03-07,105.419968,78.298401,163.630005,17.418627
2012-03-08,106.468788,77.514877,165.279999,17.479502
2012-03-09,106.880585,77.668892,166.380005,17.509942
2012-03-12,106.888344,77.65554,165.070007,17.494723
2012-03-13,108.815125,76.289238,162.300003,17.509942
2012-03-14,108.698547,74.367104,159.570007,17.441455
2012-03-15,109.327888,74.480904,161.080002,17.494723
2012-03-16,109.47924,74.628319,161.300003,17.586041
2012-03-19,109.908386,73.737564,161.589996,17.57843
2012-03-20,109.588486,74.032227,160.130005,17.47189
2012-03-21,109.409004,74.869362,160.210007,17.479502
2012-03-22,108.620926,75.110497,159.570007,17.388185
2012-03-23,108.972054,75.820404,161.529999,17.487111
2012-03-26,110.50148,75.432022,164.399994,17.555601
2012-03-27,110.158081,75.974449,163.240005,17.487111
2012-03-28,109.611855,75.867249,161.509995,17.426237
2012-03-29,109.424637,76.4366,161.279999,17.327307
2012-03-30,109.877235,75.14402,162.119995,17.449063
2012-04-02,110.680916,75.560295,162.940002,17.517551
2012-04-03,110.22834,74.250916,159.889999,17.502332
2012-04-04,109.135902,75.271584,157.210007,17.403408
2012-04-05,109.081261,75.815414,158.309998,17.34253
2012-04-09,107.856178,77.58815,159.369995,17.266431
2012-04-10,106.045815,78.467735,161.100006,17.235991
2012-04-11,106.904221,77.527687,161.070007,17.243603
2012-04-12,108.300941,77.205429,162.699997,17.182728
2012-04-13,107.013428,78.454323,160.850006,17.228382
2012-04-16,106.943184,78.340179,160.460007,17.235991
2012-04-17,108.527237,78.293182,160.25,17.258822
2012-04-18,108.160477,78.521492,159.309998,17.319698
2012-04-19,107.465988,78.595322,159.429993,17.266431
2012-04-20,107.645485,78.608803,159.539993,17.251213
2012-04-23,106.740318,79.179497,159.070007,17.243603
2012-04-24,107.146072,78.622223,159.300003,17.251213
2012-04-25,108.613106,78.219299,159.619995,17.27404
2012-04-26,109.370026,78.689301,161.029999,17.243603
2012-04-27,109.5495,78.75647,161.380005,17.182728
2012-04-30,109.143738,78.776657,161.880005,17.152288
2012-05-01,109.822586,78.368034,161.320007,17.159896
2012-05-02,109.494835,78.920013,160.589996,17.235991
2012-05-03,108.659927,78.899788,158.970001,17.228382
2012-05-04,106.904221,79.519058,159.470001,17.228382
2012-05-07,106.982216,79.532486,159.080002,17.243603
2012-05-08,106.553055,79.956551,156.0,17.243603
2012-05-09,105.920975,80.010361,154.470001,17.213163
2012-05-10,106.139496,79.774834,154.770004,17.243603
2012-05-11,105.819534,80.434471,153.559998,17.197943
2012-05-14,104.649048,81.55854,151.330002,17.197943
2012-05-15,104.048233,81.888351,149.740005,17.266431
2012-05-16,103.65023,82.123924,149.460007,17.327307
2012-05-17,102.113014,83.577782,152.800003,17.296871
2012-05-18,101.239006,83.597992,154.550003,17.258822
2012-05-21,102.979156,83.422958,154.649994,17.304481
2012-05-22,103.158607,82.494064,152.080002,17.28926
2012-05-23,103.213249,83.066261,151.619995,17.31209
2012-05-24,103.416122,82.749886,151.410004,17.28926
2012-05-25,103.08062,83.059532,152.679993,17.304481
2012-05-29,104.329124,82.803719,151.020004,17.27404
2012-05-30,102.815308,84.903793,151.910004,17.28926
2012-05-31,102.589035,85.886497,151.619995,17.228382
2012-06-01,100.006149,87.925438,157.5,17.205553
2012-06-04,99.959312,87.230743,157.320007,17.129458
2012-06-05,100.716217,86.063858,157.139999,17.137065
2012-06-06,102.979156,84.343971,157.210007,16.954434
2012-06-07,103.041595,84.47213,154.5,16.878339
2012-06-08,103.860924,84.451889,154.729996,16.923994
2012-06-11,102.542168,84.836319,155.360001,16.954434
2012-06-12,103.720459,84.060677,156.460007,16.908776
2012-06-13,103.057198,84.890274,157.119995,16.969652
2012-06-14,104.14962,84.782372,157.75,16.923994
2012-06-15,105.214821,85.254539,157.839996,16.931606
2012-06-18,105.418724,85.713112,157.929993,16.863116
2012-06-19,106.438438,84.593536,157.160004,16.680484
2012-06-20,106.265823,85.011681,155.970001,16.688095
2012-06-21,103.881378,85.463585,152.020004,16.832676
2012-06-22,104.681435,84.323746,152.639999,16.794628
2012-06-25,103.00293,85.551262,153.759995,16.695704
2012-06-26,103.520584,85.214035,152.619995,16.657654
2012-06-27,104.454002,85.348961,152.830002,16.611994
2012-06-28,104.155945,85.557991,151.050003,16.650045
2012-06-29,106.752182,84.445099,155.190002,16.391316
2012-07-02,107.073792,85.316391,155.089996,16.391316
2012-07-03,107.779686,84.660751,157.460007,16.246729
2012-07-05,107.293373,85.093414,155.679993,16.482631
2012-07-06,106.273705,85.884216,153.710007,16.520678
2012-07-09,106.140396,86.641228,154.039993,16.589166
2012-07-10,105.214821,86.816986,152.149994,16.611994
2012-07-11,105.230476,86.925133,152.990005,16.543508
2012-07-12,104.720665,87.54023,152.589996,16.619608
2012-07-13,106.477646,87.310417,154.139999,16.57395
2012-07-16,106.226646,87.715958,154.210007,16.672872
2012-07-17,106.956116,87.026527,153.470001,16.665265
2012-07-18,107.748322,87.07383,153.050003,16.74897
2012-07-19,108.030685,86.850792,153.380005,16.771799
2012-07-20,107.042381,87.911995,153.669998,16.885948
2012-07-23,105.959961,88.405441,153.029999,16.870727
2012-07-24,105.050056,89.101624,153.520004,16.825068
2012-07-25,105.073647,89.331467,155.669998,16.847897
2012-07-26,106.807083,88.513573,156.770004,16.726143
2012-07-27,108.775864,86.844009,157.539993,16.733749
2012-07-30,108.775864,87.492943,157.429993,16.825068
2012-07-31,108.014999,87.668579,156.490005,16.78702
2012-08-01,107.92086,87.230423,155.139999,16.794628
2012-08-02,107.17572,87.724869,154.130005,16.733749
2012-08-03,109.301338,86.309189,155.550003,16.733749
2012-08-06,109.51313,86.343048,156.300003,16.733749
2012-08-07,110.06218,85.232201,156.279999,16.733749
2012-08-08,110.195557,84.778374,156.479996,16.779408
2012-08-09,110.28968,84.717361,156.990005,16.825068
2012-08-10,110.470108,85.144096,157.179993,16.817461
2012-08-13,110.415176,85.001923,155.990005,16.74897
2012-08-14,110.43084,83.85038,155.130005,16.74897
2012-08-15,110.556351,82.671745,155.630005,16.779408
2012-08-16,111.372101,81.967323,156.559998,16.733749
2012-08-17,111.521111,82.366982,156.720001,16.75658
2012-08-20,111.528954,82.536308,157.259995,16.802239
2012-08-21,111.191673,82.902107,158.830002,16.80985
2012-08-22,111.238731,84.270317,160.539993,16.832676
2012-08-23,110.328896,84.622589,161.889999,16.75658
2012-08-24,110.995544,84.541351,161.970001,16.718533
2012-08-27,111.019096,85.035759,161.360001,16.703315
2012-08-28,110.909302,85.23893,161.639999,16.695704
2012-08-29,110.995544,84.866409,160.589996,16.74897
2012-08-30,110.195557,85.306679,160.520004,16.75658
2012-08-31,110.721046,86.512413,164.220001,16.78702
2012-09-04,110.619102,86.425514,164.479996,16.76419
2012-09-05,110.524971,86.018234,164.309998,16.703315
2012-09-06,112.768272,84.585938,164.889999,16.672872
2012-09-07,113.207497,84.192238,168.440002,16.642438
2012-09-10,112.564301,84.395851,167.289993,16.611994
2012-09-11,112.878105,83.866425,167.899994,16.619608
2012-09-12,113.254578,82.821083,167.919998,16.619608
2012-09-13,114.980156,82.495232,171.309998,16.657654
2012-09-14,115.490021,80.302681,171.800003,16.581557
2012-09-17,115.097862,81.266586,170.399994,16.429362
2012-09-18,115.003677,81.673904,171.720001,16.383706
2012-09-19,115.066475,82.210129,171.740005,16.330437
2012-09-20,115.074295,82.413811,171.470001,16.368486
2012-09-21,115.026184,82.508781,171.960007,16.398923
2012-09-24,114.852699,83.153664,171.050003,16.360877
2012-09-25,113.630501,83.975029,170.770004,16.376098
2012-09-26,112.99173,84.877869,169.809998,16.360877
2012-09-27,114.056259,84.273727,172.339996,16.421753
2012-09-28,113.527931,84.321182,171.889999,16.475021
2012-10-01,113.827583,84.634125,172.289993,16.436975
2012-10-02,113.945877,84.518494,172.100006,16.368486
2012-10-03,114.411102,84.545715,172.410004,16.299998
2012-10-04,115.231178,83.491325,173.610001,16.368486
2012-10-05,115.239098,82.409782,172.619995,16.322829
2012-10-08,114.844818,83.103615,172.050003,16.315219
2012-10-09,113.709312,82.953964,170.990005,16.338045
2012-10-10,112.983856,83.538925,170.839996,16.345656
2012-10-11,113.046883,84.117134,171.320007,16.376098
2012-10-12,112.676315,84.328011,170.059998,16.368486
2012-10-15,113.614716,84.13755,168.350006,16.353267
2012-10-16,114.765984,82.974365,169.419998,16.353267
2012-10-17,115.286469,82.205719,169.539993,16.322829
2012-10-18,114.986763,81.702324,168.789993,16.269559
2012-10-19,113.070549,82.811134,166.970001,16.201074
2012-10-22,113.086334,82.280502,167.580002,16.140193
2012-10-23,111.517166,83.457314,165.429993,16.102145
2012-10-24,111.201698,82.63427,164.860001,16.03366
2012-10-25,111.524986,82.212555,166.020004,16.056487
2012-10-26,111.461929,83.423325,165.929993,16.079315
2012-10-31,111.461929,83.913078,166.830002,16.079315
2012-11-01,112.628998,83.226036,166.070007,16.086925
2012-11-02,111.627487,83.164856,162.600006,16.010831
2012-11-05,111.856232,83.634171,163.229996,16.03366
2012-11-06,112.731491,82.845154,166.300003,16.094536
2012-11-07,110.176605,84.348457,166.490005,15.904294
2012-11-08,108.851845,85.600014,167.990005,15.949951
2012-11-09,108.946442,85.695297,167.820007,15.95756
2012-11-12,109.033218,85.83815,167.449997,15.988001
2012-11-13,108.654701,86.123795,167.100006,16.018439
2012-11-14,107.18795,86.20549,167.139999,16.018439
2012-11-15,107.006615,86.035416,166.089996,16.010831
2012-11-16,107.534958,85.960594,165.880005,16.048879
2012-11-19,109.711357,85.477654,167.869995,16.003218
2012-11-20,109.758675,84.620567,167.389999,16.03366
2012-11-21,109.963676,84.572884,167.559998,16.086925
2012-11-23,111.461929,84.491287,169.610001,16.147803
2012-11-26,111.225327,84.892685,169.429993,16.094536
2012-11-27,110.657623,85.225952,168.710007,16.056487
2012-11-28,111.548653,85.103516,166.550003,16.041267
2012-11-29,112.069099,85.117065,167.179993,16.003218
2012-11-30,112.092758,84.885841,166.050003,16.003218
2012-12-03,111.540787,84.964172,166.130005,15.980389
2012-12-04,111.383087,85.454933,164.419998,15.972781
2012-12-05,111.580231,85.414047,164.119995,15.99561
2012-12-06,111.958687,85.598038,164.5,15.988001
2012-12-07,112.297813,84.807396,165.160004,15.96517
2012-12-10,112.345108,85.182327,165.800003,15.988001
2012-12-11,113.110008,84.534836,165.649994,15.988001
2012-12-12,113.165161,83.553345,165.770004,16.026049
2012-12-13,112.471306,83.614708,164.369995,15.988001
2012-12-14,112.053345,84.24173,164.130005,15.99561
2012-12-17,113.370255,82.980865,164.440002,15.99561
2012-12-18,114.631905,82.135689,162.080002,16.010831
2012-12-19,113.780281,82.40834,161.690002,16.03366
2012-12-20,114.434784,82.421989,159.729996,16.064096
2012-12-21,113.396042,83.32164,160.330002,16.003218
2012-12-24,113.046608,83.171692,160.619995,15.972781
2012-12-26,112.570107,83.470901,160.779999,16.056487
2012-12-27,112.419205,83.7509,161.160004,16.109755
2012-12-28,111.204224,84.229073,160.539993,16.094536
2012-12-31,113.094307,82.774124,162.020004,16.155413
2013-01-02,115.992867,81.667511,163.169998,16.163025
2013-01-03,115.730827,80.560997,161.199997,16.109755
2013-01-04,116.239067,80.875206,160.440002,16.170633
2013-01-07,115.92141,80.909325,159.429993,16.147803
2013-01-08,115.587875,81.442123,160.559998,16.132586
2013-01-09,115.881683,81.366997,160.490005,16.155413
2013-01-10,116.802902,81.141594,161.979996,16.185852
2013-01-11,116.79496,81.865669,161.059998,16.155413
2013-01-14,116.715576,81.640259,161.539993,16.140193
2013-01-15,116.79496,82.015923,162.559998,16.064096
2013-01-16,116.779091,82.186722,162.649994,16.03366
2013-01-17,117.533585,81.366997,163.350006,16.079315
2013-01-18,117.795616,81.995422,163.089996,16.064096
2013-01-22,118.430885,82.152496,163.669998,16.07171
2013-01-23,118.621483,82.029587,163.210007,16.048879
2013-01-24,118.653259,81.742722,161.419998,16.140193
2013-01-25,119.320351,80.622429,160.649994,16.155413
2013-01-28,119.177437,80.32872,160.289993,16.178242
2013-01-29,119.645943,79.884758,160.990005,16.2239
2013-01-30,119.177437,79.748131,162.190002,16.231509
2013-01-31,118.883636,80.137482,161.199997,16.23912
2013-02-01,120.106598,79.096901,161.449997,16.322829
2013-02-04,118.756523,80.110123,162.0,16.23912
2013-02-05,119.95565,79.398125,161.960007,16.261953
2013-02-06,120.043053,80.048477,162.389999,16.315219
2013-02-07,119.884224,79.870491,161.839996,16.277169
2013-02-08,120.551254,80.178581,161.570007,16.315219
2013-02-11,120.527458,80.116959,159.699997,16.315219
2013-02-12,120.72599,79.918396,159.889999,16.345656
2013-02-13,120.829231,79.268066,159.050003,16.338045
2013-02-14,120.940407,79.986877,158.350006,16.353267
2013-02-15,120.797485,79.754143,155.759995,16.345656
2013-02-19,121.702797,79.357109,155.330002,16.406533
2013-02-20,120.185997,79.596695,151.440002,16.299998
2013-02-21,119.455376,80.062187,152.619995,16.140193
2013-02-22,120.622734,80.116959,152.970001,16.231509
2013-02-25,118.32769,81.691475,154.339996,16.117365
2013-02-26,119.137718,81.219139,156.220001,16.117365
2013-02-27,120.63871,80.97953,154.570007,16.193464
2013-02-28,120.400391,81.130142,153.0,16.21629
2013-03-01,120.797485,81.571968,152.440002,16.292389
2013-03-04,121.440727,81.13974,152.300003,16.261953
2013-03-05,122.528725,80.906509,152.380005,16.353267
2013-03-06,122.69545,80.172424,153.229996,16.429362
2013-03-07,122.917847,79.55497,152.690002,16.368486
2013-03-08,123.441994,78.724815,152.710007,16.467412
2013-03-11,123.910515,78.800301,152.990005,16.452197
2013-03-12,123.632568,79.369705,154.190002,16.429362
2013-03-13,123.807274,79.287407,153.660004,16.436975
2013-03-14,124.466454,79.047318,153.679993,16.482631
2013-03-15,124.302063,79.417747,154.0,16.497851
2013-03-18,123.616074,80.021477,155.380005,16.467412
2013-03-19,123.328957,80.563499,156.080002,16.436975
2013-03-20,124.190437,79.664764,155.369995,16.497851
2013-03-21,123.129501,80.433136,156.25,16.398923
2013-03-22,124.118607,80.494858,155.550003,16.391316
2013-03-25,123.600151,80.419373,155.240005,16.338045
2013-03-26,124.589256,80.515427,154.720001,16.436975
2013-03-27,124.589256,81.201469,155.360001,16.429362
2013-03-28,124.972122,80.789833,154.449997,16.360877
2013-04-01,124.477585,81.398376,154.669998,16.178242
2013-04-02,125.091805,81.068344,152.429993,16.307605
2013-04-03,123.823441,81.797096,150.729996,16.178242
2013-04-04,124.326019,82.77346,150.289993,16.338045
2013-04-05,123.767677,84.44413,152.809998,16.322829
2013-04-08,124.605194,83.797874,152.160004,16.398923
2013-04-09,125.03598,83.591621,153.339996,16.376098
2013-04-10,126.567444,82.443359,150.75,16.505459
2013-04-11,126.982292,82.601524,151.050003,16.505459
2013-04-12,126.671165,83.832245,143.949997,16.596776
2013-04-15,123.735748,84.56105,131.309998,16.459802
2013-04-16,125.562439,83.866547,132.800003,16.505459
2013-04-17,123.727798,84.423546,132.869995,16.421753
2013-04-18,122.95401,84.629776,134.300003,16.383706
2013-04-19,124.022881,84.450989,135.470001,16.513072
2013-04-22,124.573311,84.512901,137.899994,16.543508
2013-04-23,125.85759,84.217262,136.880005,16.634827
2013-04-24,125.937309,84.430367,138.369995,16.665265
2013-04-25,126.447906,84.06601,141.630005,16.589166
2013-04-26,126.224487,84.83609,140.910004,16.627218
2013-04-29,127.070076,84.526649,142.300003,16.703315
2013-04-30,127.373116,84.574753,142.770004,16.74136
2013-05-01,126.256409,85.443604,141.110001,16.634827
2013-05-02,127.42897,85.333382,141.919998,16.695704
2013-05-03,128.721222,83.321487,142.089996,16.688095
2013-05-06,129.048264,83.114807,142.149994,16.695704
